,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit
0,1.491504880292054,-1.3959850999534291,-0.3186719131769978,-0.30032013391975215,-0.1236165943458703,0.25252514336959164,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,1.9302258878699303,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
1,1.2396756668140116,-1.3959850999534291,-0.3186719131769978,-0.30032013391975215,-0.1236165943458703,-0.459973601201242,-0.947616238043101,-0.3879232349302139,-0.2729634570827749,3.1546116096227013,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
2,-0.01947040057620028,1.431163339106356,-0.3186719131769978,-0.30032013391975215,-0.1236165943458703,-0.08016030176726845,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,2.92990081833631,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
3,1.1557325956546642,0.8029081304264037,-0.3186719131769978,-0.30032013391975215,-0.1236165943458703,0.2937620158795659,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,0.5963656780545586,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
4,1.0717895244953168,-1.3959850999534291,-0.3186719131769978,1.2310518783288877,-0.1236165943458703,-0.4168764186532238,-0.947616238043101,-0.3879232349302139,-0.2729634570827749,0.8671709906304655,-0.18678537458947123,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
5,0.06447267058314718,-0.13947468259352455,1.2799869159832944,1.2310518783288877,-0.1236165943458703,-0.47392592648657167,1.0552795106857558,2.577829606365024,-0.2729634570827749,0.5473902491844478,-0.18678537458947123,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
6,1.2396756668140116,-0.13947468259352455,-0.3186719131769978,1.2310518783288877,-0.1236165943458703,-0.2165830378904916,1.0552795106857558,2.577829606365024,-0.2729634570827749,2.3882901931844964,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
7,1.5754479514514015,0.17465292174645156,-1.91733074233729,-0.30032013391975215,-0.1236165943458703,-0.30494776469757934,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,1.8956549969027932,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
8,-0.35524268521359015,1.431163339106356,-0.3186719131769978,-0.30032013391975215,-0.1236165943458703,-0.4736158748135643,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,0.6799119978918066,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
9,-1.1107303256477175,0.8029081304264037,1.2799869159832944,-0.30032013391975215,-0.1236165943458703,1.1042370891207143,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,2.664857320921593,0.18059759477928267,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
10,-0.2712996140542427,-1.3959850999534291,1.2799869159832944,-0.30032013391975215,-0.1236165943458703,-0.4429207591858391,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,1.1927135472376729,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
11,-0.9428441833290224,-1.081857495613453,-0.3186719131769978,-0.30032013391975215,-0.1236165943458703,-0.3781199595273081,1.0552795106857558,-0.3879232349302139,-0.2729634570827749,3.4628687207463402,-0.18678537458947123,-0.48118405401369996,-0.3632598446560345,0.5207045596943137,1
